"level","jurisdiction","dependency","organization","updated","wms_url","wfs_url","wcs_url","csw_url"
"Nacional","","Ministerio de Economía","INTA-Región Corrientes","","https://geo-nodo09.inta.gob.ar/geoserver/wms","https://geo-nodo09.inta.gob.ar/geoserver/wfs","",""
"Nacional","","Ministerio de Economía","INTA-Región Mendoza - San Juan","","https://geo-nodo12.inta.gob.ar/geoserver/wms","https://geo-nodo12.inta.gob.ar/geoserver/wfs","",""
"Nacional","","Ministerio de Economía","INTA-Región Río Negro - Neuquén","","https://geo-nodo04.inta.gob.ar/geoserver/wms","https://geo-nodo04.inta.gob.ar/geoserver/wfs","",""
"Nacional","","Ministerio de Economía","INTA-Región Salta Jujuy","","https://geo-nodo01.inta.gob.ar/geoserver/wms","https://geo-nodo01.inta.gob.ar/geoserver/wfs","",""
"Nacional","","Ministerio de Economía","INTA-Región Santa Cruz - Chubut - Tierra del Fuego, Antártida e Islas del Atlántico Sur","","https://geo-nodo06.inta.gob.ar/geoserver/wms","https://geo-nodo06.inta.gob.ar/geoserver/wfs","",""
"Nacional","","Ministerio de Economía","INTA-Región Santa Fe","","https://geo-nodo10.inta.gob.ar/geoserver/wms","https://geo-nodo10.inta.gob.ar/geoserver/wfs","",""
"Nacional","","Ministerio de Economía","INTA-Región Santiago del Estero - Tucumán","","https://geo-nodo02.inta.gob.ar/geoserver/wms","https://geo-nodo02.inta.gob.ar/geoserver/wfs","",""
"Nacional","","Ministerio de Capital Humano","Programa Nacional Mapa Educativo","","http://mapa.educacion.gob.ar/geoserver/ows?service=wms&version=1.3.0&request=GetCapabilities","http://mapa.educacion.gob.ar/geoserver/ows?service=wfs&version=1.1.0&request=GetCapabilities","",""
"Nacional","","Ministerio de Economía","Secretaría de Agricultura, Ganadería y Pesca","","https://geoadmin.magyp.gob.ar/geoserver/ows?version=1.3.0","https://geoadmin.magyp.gob.ar/geoserver/ows","",""
"Nacional","","Ministerio de Economía","Secretaría de Energía","","https://sig.energia.gob.ar/wmsenergia","http://sig.energia.gob.ar/wfsenergia","","http://ide.energia.gob.ar/geonetwork/srv/spa/csw?service=CSW&version=2.0.2&request=GetCapabilities"
"Nacional","","Ministerio de Economía","Secretaría de Obras Públicas","","https://geoportal.obraspublicas.gob.ar/geoserver/ows","https://geoportal.obraspublicas.gob.ar/geoserver/ows","",""
"Nacional","","Ministerio de Economía","Secretaría de Transporte","01/04/26","https://ide.transporte.gob.ar/geoserver/idera/wms","https://ide.transporte.gob.ar/geoserver/idera/wfs","",""
"Nacional","","Ministerio de Defensa","Servicio de Hidrografía Naval (SHN)","","https://wms.shn.gob.ar/geoserver/wms","https://wms.shn.gob.ar/geoserver/wfs","",""
"Nacional","","Ministerio de Economía","Servicio Nacional de Sanidad y Calidad Agroalimentaria (SENASA)","","https://geonode.senasa.gob.ar/catalogue/wms","https://geonode.senasa.gob.ar/geoserver/wfs","","https://geonode.senasa.gob.ar/catalogue/csw"
"Nacional","","Ministerio de Economía","Sigvial - Dirección Nacional de Vialidad","01/04/26","https://sigvial.vialidad.gob.ar/geoserver/dnv/ows?SERVICE=WMS&REQUEST=GetCapabilities","https://sigvial.vialidad.gob.ar/geoserver/dnv/ows?SERVICE=WFS&REQUEST=GetCapabilities","",""
"Nacional","","Ministerio de Economía","Sistema de Información Geográfica del Servicio Geológico Minero Argentino (SEGEMAR)","","https://sigam.segemar.gov.ar/geoserver217/ows?SERVICE=WMS&REQUEST=GetCapabilities","https://sigam.segemar.gov.ar/geoserver217/wfs?SERVICE=WFS&REQUEST=GetCapabilities","",""
"Nacional","","Ministerio de Economía","Sistema de Información Geográfica del Servicio Geológico Minero Argentino (SEGEMAR) - DByF","07/08/26","https://sigam.segemar.gob.ar/geoserver217/IDERA/ows?service=WMS&request=GetCapabilities","https://sigam.segemar.gob.ar/geoserver217/IDERA/ows?service=WFS&request=GetCapabilities","",""
"Nacional","","Jefatura de Gabinete de Ministros","Subsecretaría de Ambiente","","https://geo.ambiente.gob.ar/geoserver/ows?service=wms&version=1.3.0&request=GetCapabilities","https://geo.ambiente.gob.ar/geoserver/ows?service=wfs","",""
"Nacional","","Jefatura de Gabinete de Ministros","Subsecretaría de Telecomunicaciones y Conectividad (IDECOM)","","https://www.idecom.gob.ar/geoserver/idera/ows?version=1.3.0","https://www.idecom.gob.ar/geoserver/idera/ows","",""
"Provincial","Buenos Aires","Buenos Aires","Agencia de Recaudación de la Provincia de Buenos Aires (ARBA)","","http://geo.arba.gov.ar/geoserver/idera/wms","http://geo.arba.gov.ar/geoserver/idera/wfs?service=WFS&request=GetCapabilities","","https://app.arba.gov.ar/geonetwork/srv/spa/csw"
"Provincial","Buenos Aires","Buenos Aires","Dirección Provincial de Estadística","","https://mapas.estadistica.ec.gba.gov.ar/server/services/ServiciosWeb/ServiciosWeb/MapServer/WMSServer?service=wms&version=1.3.0&request=GetCapabilities","https://mapas.estadistica.ec.gba.gov.ar/server/services/ServiciosWeb/ServiciosWeb/MapServer/WFSServer?service=WFS&version=1.1.0&request=GetCapabilities","",""
"Provincial","Buenos Aires","Buenos Aires","GeoInfra","","http://www.geoinfra.minfra.gba.gov.ar/geoserver/Geoinfra/wms","","",""
"Provincial","Buenos Aires","Buenos Aires","Infraestructura de Datos Espaciales de Buenos Aires (IDEBA)","","https://geoserver.ideba.gba.gob.ar/geoserver/wms","https://geoserver.ideba.gba.gob.ar/geoserver/wfs","","https://geonetwork.ideba.gba.gob.ar/geonetwork/srv/spa/csw?service=CSW&version=2.0.2&request=GetCapabilities"
"Provincial","Buenos Aires","Buenos Aires","Mapa escolar","","https://mapa.educacion.gob.ar/geoserver/ows?version=1.3.0","http://mapa.educacion.gob.ar/geoserver/ows?service=wfs&version=1.1.0&request=GetCapabilities","",""
"Provincial","Buenos Aires","Buenos Aires","Ministerio de Justicia y Derechos Humanos","","https://geoserver-nodo1.ideba.gba.gob.ar/geoserver/mjus/wms","https://geoserver-nodo1.ideba.gba.gob.ar/geoserver/mjus/wfs","",""
"Provincial","Buenos Aires","Buenos Aires","Ministerio de las Mujeres, Políticas de Género y Diversidad Sexual","","https://geoserver-nodo1.ideba.gba.gob.ar/geoserver/minmujeres/wms","https://geoserver-nodo1.ideba.gba.gob.ar/geoserver/minmujeres/wfs","",""
"Provincial","Buenos Aires","Buenos Aires","Ministerio de Producción, Ciencia e Innovación Tecnológica","","https://geoserver-nodo1.ideba.gba.gob.ar/geoserver/produccion/wms","https://geoserver-nodo1.ideba.gba.gob.ar/geoserver/produccion/wfs","",""
"Provincial","Buenos Aires","Buenos Aires","Organismo Provincial de Integración Social y Urbana","","http://geoserver.opisu.gba.gob.ar/geoserver/IDEOPISU/wms","http://geoserver.opisu.gba.gob.ar/geoserver/IDEOPISU/wfs","",""
"Provincial","Buenos Aires","Buenos Aires","Registro Provincial de Organizaciones de la Comunidad (REPOC)","","https://geoserver-nodo1.ideba.gba.gob.ar/geoserver/repoc/wms","https://geoserver-nodo1.ideba.gba.gob.ar/geoserver/repoc/wfs","",""
"Provincial","Buenos Aires","Buenos Aires","Sistema de Análisis Territorial Ambiental (SATA)","","https://sata.ambiente.gba.gob.ar/geoserver/wms","https://sata.ambiente.gba.gob.ar/geoserver/wfs","",""
"Provincial","Buenos Aires","Buenos Aires","URBASIG","","http://urbasig.gob.gba.gob.ar/geoserver/urbasig/wms","http://www.urbasig.gob.gba.gob.ar/geoserver/urbasig/wfs","",""
"Provincial","Catamarca","Catamarca","Estadísticas","","https://nodoide.catamarca.gob.ar/geoserver/estadisticaycensos/ows?service=wms&version=1.3.0&request=GetCapabilities","https://nodoide.catamarca.gob.ar/geoserver/estadisticaycensos/ows?service=wfs&version=2.0.0&request=GetCapabilities","",""
"Provincial","Catamarca","Catamarca","Infraestructura de Datos Espaciales de Catamarca (IDECAT)","","http://nodoide.catamarca.gob.ar/geoserver/idecat/ows?service=wms&version=1.3.0&request=GetCapabilities","http://nodoide.catamarca.gob.ar/geoserver/idecat/ows?service=wfs&version=2.0.0&request=GetCapabilities","http://nodoide.catamarca.gob.ar/geoserver/idecat/ows?service=wcs&version=1.0.0&request=GetCapabilities",""
"Provincial","Catamarca","Catamarca","Mapa Productivo","","https://nodoide.catamarca.gob.ar/geoserver/produccion/ows?service=wms&version=1.3.0&request=GetCapabilities","https://nodoide.catamarca.gob.ar/geoserver/produccion/ows?service=wfs&version=2.0.0&request=GetCapabilities","",""
"Provincial","Catamarca","Catamarca","Ministerio De Agua, Energía y Medio Ambiente","","https://nodoide.catamarca.gob.ar/geoserver/maema/ows?service=wms&version=1.3.0&request=GetCapabilities","https://nodoide.catamarca.gob.ar/geoserver/maema/ows?service=wfs&version=2.0.0&request=GetCapabilities","",""
"Provincial","Catamarca","Catamarca","Ministerio de Educación","","https://nodoide.catamarca.gob.ar/geoserver/educacion/ows?service=wms&version=1.3.0&request=GetCapabilities","https://nodoide.catamarca.gob.ar/geoserver/educacion/ows?service=wfs&version=2.0.0&request=GetCapabilities","",""
"Provincial","Catamarca","Catamarca","Ministerio De Salud","","https://nodoide.catamarca.gob.ar/geoserver/salud/ows?service=wms&version=1.3.0&request=GetCapabilities","https://nodoide.catamarca.gob.ar/geoserver/salud/ows?service=wms&version=1.3.0&request=GetCapabilities","",""
"Provincial","Catamarca","Catamarca","Ministerio de Seguridad","","https://nodoide.catamarca.gob.ar/geoserver/seguridad/ows?service=wms&version=1.3.0&request=GetCapabilities","https://nodoide.catamarca.gob.ar/geoserver/seguridad/ows?service=wfs&version=2.0.0&request=GetCapabilities","",""
"Provincial","Chaco","Chaco","Infraestructura de Datos Espaciales de Chaco (IDECHACO)","","http://idechaco.gob.ar/geoserver/idechaco/wfs","http://idechaco.gob.ar/geoserver/idechaco/wfs","","http://idechaco.gob.ar/geonetwork/srv/spa/csw?SERVICE=CSW&VERSION=2.0.2&REQUEST=GetCapabilities"
"Provincial","Chubut","Chubut","Infraestructura de Datos Espaciales de Chubut (IDECHUBUT)","","https://sit.chubut.gov.ar/geoserver/wms","https://sit.chubut.gov.ar/geoserver/wfs","",""
"Provincial","Chubut","Chubut","Sistema de Información Territorial","","https://sit.chubut.gov.ar/geoserver/wms","https://sit.chubut.gov.ar/geoserver/wfs","",""
"Provincial","Ciudad de Buenos Aires","Ciudad de Buenos Aires","CABA - Dirección General de Estadísticas y Censos","","https://ideec.estadisticaciudad.gob.ar/geoserver/ows?service=wms&request=GetCapabilities","https://ideec.estadisticaciudad.gob.ar/geoserver/ows?service=wfs&request=GetCapabilities","",""
"Provincial","Ciudad de Buenos Aires","Ciudad de Buenos Aires","Infraestructura de Datos Espaciales de la Ciudad de Buenos Aires (IDECABA)","30/04/26","https://geoserver.buenosaires.gob.ar/geoserver/catalogo_og_130/wms","","","https://geonetwork-idecaba.buenosaires.gob.ar/geonetwork/srv/eng/csw?service=CSW&version=2.0.2&request=GetCapabilities"
"Provincial","Córdoba","Córdoba","Infraestructura de Datos Espaciales de Córdoba (IDECOR)","","https://idecor-ws.mapascordoba.gob.ar/geoserver/idecor/wms","https://idecor-ws.mapascordoba.gob.ar/geoserver/idecor/wfs","https://idecor-wcs.mapascordoba.gob.ar/geoserver/idecor/wcs",""
"Provincial","Corrientes","Corrientes","Infraestructura de Datos Espaciales de Corrientes (IDECorr)","","https://geoportal.corrientes.gob.ar/geoserver/wms","https://geoportal.corrientes.gob.ar/geoserver/wfs","",""
"Provincial","Entre Ríos","Entre Ríos","Infraestructura de Datos Espaciales de Entre Ríos (IDEER)","","https://geoservicios.entrerios.gov.ar/geoserver/ows?service=wms&version=1.3.0&request=GetCapabilities","https://geoservicios.entrerios.gov.ar/geoserver/ows?service=wfs&version=2.0.0&request=GetCapabilities","","https://geoservicios.entrerios.gov.ar/catalogue/csw?service=CSW&version=2.0.2&request=GetCapabilities"
"Provincial","Formosa","Formosa","Infraestructura de Datos Espaciales de Formosa (IDEF)","","https://idef.formosa.gob.ar/servicios/ows?service=wms&version=1.3.0","","","https://idef.formosa.gob.ar/metadatos/srv/spa/csw?SERVICE=CSW&VERSION=2.0.2&REQUEST=GetCapabilities"
"Provincial","Jujuy","Jujuy","Infraestructura de Datos Espaciales de Jujuy (IDEJuy)","28/04/26","https://geo.idejuy.jujuy.gob.ar/geoserver/wms","https://geo.idejuy.jujuy.gob.ar/geoserver/wfs","",""
"Provincial","La Pampa","La Pampa","Administración Provincial de Energía","","https://geoidelp.lapampa.gob.ar/geoserver/p_admin_ape/wms","https://geoidelp.lapampa.gob.ar/geoserver/p_admin_ape/wfs","",""
"Provincial","La Pampa","La Pampa","Dirección de Defensa Civil","","https://geoidelp.lapampa.gob.ar/geoserver/p_dir_defensacivil_p/wms","https://geoidelp.lapampa.gob.ar/geoserver/p_dir_defensacivil_p/wfs","",""
"Provincial","La Pampa","La Pampa","Dirección General de Catastro","","https://geoidelp.lapampa.gob.ar/geoserver/p_dirg_catastro/wms","https://geoidelp.lapampa.gob.ar/geoserver/p_dirg_catastro/wfs","",""
"Provincial","La Pampa","La Pampa","Dirección General de Catastro - Ejes de Calles","","https://geoidelp.lapampa.gob.ar/geoserver/p_dirg_catastro_calles/wms","https://geoidelp.lapampa.gob.ar/geoserver/p_dirg_catastro_calles/wfs","",""
"Provincial","La Pampa","La Pampa","Dirección General de Catastro - Vuelos VANT","","https://geoidelp.lapampa.gob.ar/geoserver/Vuelos_DGC/wms","","",""
"Provincial","La Pampa","La Pampa","Dirección General de Estadísticas y Censos","","https://geoidelp.lapampa.gob.ar/geoserver/p_dirg_estadisticaycensos/wmsS","https://geoidelp.lapampa.gob.ar/geoserver/p_dirg_estadisticaycensos/wfs","",""
"Provincial","La Pampa","La Pampa","Dirección Provincial de Vialidad","","https://geoidelp.lapampa.gob.ar/geoserver/p_dir_vialidad/wms","https://geoidelp.lapampa.gob.ar/geoserver/p_dir_vialidad/wfs","",""
"Provincial","La Pampa","La Pampa","Infraestructura de Datos Espaciales de La Pampa (IDELP)","","https://geoidelp.lapampa.gob.ar/geoserver/p_la_pampa/wms","https://geoidelp.lapampa.gob.ar/geoserver/p_la_pampa/wfs","",""
"Provincial","La Pampa","La Pampa","Ministerio de Conectividad y Modernización","","https://geoidelp.lapampa.gob.ar/geoserver/p_min_conectividadymodernizacion/wms","https://geoidelp.lapampa.gob.ar/geoserver/p_min_conectividadymodernizacion/wfs","",""
"Provincial","La Pampa","La Pampa","Secretaría de Ambiente","","https://geoidelp.lapampa.gob.ar/geoserver/p_sec_ambiente/wms","https://geoidelp.lapampa.gob.ar/geoserver/p_sec_ambiente/wfs","",""
"Provincial","La Pampa","La Pampa","Secretaría de Cultura","","https://geoidelp.lapampa.gob.ar/geoserver/p_sec_cultura/wms","https://geoidelp.lapampa.gob.ar/geoserver/p_sec_cultura/wfs","",""
"Provincial","La Pampa","La Pampa","Secretaría de Turismo","","https://geoidelp.lapampa.gob.ar/geoserver/p_sec_turismo/wms","https://geoidelp.lapampa.gob.ar/geoserver/p_sec_turismo/wfs","",""
"Provincial","La Pampa","La Pampa","Subsecretaría De Hidrocarburos y Minería","","https://geoidelp.lapampa.gob.ar/geoserver/p_sec_energiaymineria/wms","https://geoidelp.lapampa.gob.ar/geoserver/p_sec_energiaymineria/wfs","",""
"Provincial","Mendoza","Mendoza","Dirección General de Catastro","","http://atmgis.mendoza.gov.ar/geoserver/cartografia/wms","http://atmgis.mendoza.gov.ar/geoserver/cartografia/wfs","",""
"Provincial","Mendoza","Mendoza","Infraestructura de Datos Espaciales (IDEMendoza)","","https://idemza2.mendoza.gov.ar/geoserver/IDEMendoza/wms","","",""
"Provincial","Mendoza","Mendoza","Secretaría de Ambiente y Ordenamiento Territorial (SIAT)","","","http://www.siat.mendoza.gov.ar/geoserver/wfs","",""
"Provincial","Neuquén","Neuquén","Agencia de Desarrollo Urbano Sustentable, Instituto Provincial de Vivienda y Urbanismo del Neuquén- IPVU-ADUS (Parcelas provisorias)","","http://sig.viviendaneuquen.gov.ar/arcgis/services/INTEGRABILIDAD/Parcelas_Provisorias_IPVU_ADUS/MapServer/WMSServer","http://sig.viviendaneuquen.gov.ar/arcgis/services/INTEGRABILIDAD/Parcelas_Provisorias_IPVU_ADUS/MapServer/WFSServer","",""
"Provincial","Neuquén","Neuquén","Agencia de Desarrollo Urbano Sustentable, Instituto Provincial de Vivienda y Urbanismo del Neuquén-IPVU-ADUS (Barrios IPVU-ADUS)","","https://sig.viviendaneuquen.gov.ar/arcgis/services/INTEGRABILIDAD/BARRIOS_IPVU_ADUS/MapServer/WMSServer","https://sig.viviendaneuquen.gov.ar/arcgis/services/INTEGRABILIDAD/BARRIOS_IPVU_ADUS/MapServer/WFSServer","",""
"Provincial","Neuquén","Neuquén","Agencia de Desarrollo Urbano Sustentable, Instituto Provincial de Vivienda y Urbanismo del Neuquén -IPVU-ADUS (Viviendas)","","https://sig.viviendaneuquen.gov.ar/arcgis/services/INTEGRABILIDAD/VIVIENDAS_IPVU_ADUS_INT/MapServer/WMSServer","https://sig.viviendaneuquen.gov.ar/arcgis/services/INTEGRABILIDAD/VIVIENDAS_IPVU_ADUS_INT/MapServer/WFSServer","",""
"Provincial","Neuquén","Neuquén","COPADE","","http://giscopade.neuquen.gov.ar/geoserver/wms","http://giscopade.neuquen.gov.ar:8080/geoserver/ows","",""
"Provincial","Neuquén","Neuquén","Defensa Civil","","http://sigdefensacivil.neuquen.gov.ar:8080/geoserver/ows","http://sigdefensacivil.neuquen.gov.ar:8080/geoserver/wfs","",""
"Provincial","Neuquén","Neuquén","Deportes","","http://odaf.neuquen.gov.ar:8080/geoserver/ows","","",""
"Provincial","Neuquén","Neuquén","Dirección Provincial de Catastro e Información Territorial","01/04/26","https://catastro.neuquen.gov.ar/nqn_ide/services/IDE/Catastro/MapServer/WMSServer","https://catastro.neuquen.gov.ar/nqn_ide/services/IDE/Catastro/MapServer/WFSServer","",""
"Provincial","Neuquén","Neuquén","Educación","","http://geoeducacion.neuquen.gov.ar/geoserver/ows","http://geoeducacion.neuquen.gov.ar/geoserver/ows","",""
"Provincial","Neuquén","Neuquén","EPAS - Ente Provincial del Agua y del Saneamiento del Neuquén","18/08/26","http://sigepas.neuquen.gov.ar:8080/geoserver/ows","http://sigepas.neuquen.gov.ar:8080/geoserver/ows","",""
"Provincial","Neuquén","Neuquén","EPEN - Ente Provincial de Energía del Neuquén","20/08/26","http://sigepen.neuquen.gov.ar:8080/geoserver/ows","http://sigepen.neuquen.gov.ar:8080/geoserver/ows","",""
"Provincial","Neuquén","Neuquén","Hidrocarburos","","https://hidrocarburos.energianeuquen.gob.ar/geoserver/wms","https://hidrocarburos.energianeuquen.gob.ar/geoserver/wfs","",""
"Provincial","Neuquén","Neuquén","Infraestructura de Datos Espaciales de Neuquén (IDENEU)","","","","","http://ideneu.neuquen.gov.ar:8080/geonetwork/srv/spa/csw?SERVICE=CSW&VERSION=2.0.2&REQUEST=GetCapabilities"
"Provincial","Neuquén","Neuquén","Ministerio de Producción y Ambiente","","","http://sigproduccion.neuquen.gov.ar:8080/geoserver/wfs","",""
"Provincial","Neuquén","Neuquén","Oficina Provincial de Tecnologias de la Informacion y la Comunicación (OPTIC)","","https://geoserveroptic.neuquen.gob.ar/geoserver/wms","https://geoserveroptic.neuquen.gob.ar/geoserver/wfs","",""
"Provincial","Neuquén","Neuquén","Policía","","http://sig.polneuquen.gob.ar:8024/geoserver/ows","http://200.85.183.85:8084/geoserver/wfs","",""
"Provincial","Neuquén","Neuquén","Recursos Hídricos","","http://rechidr.neuquen.gov.ar:8080/geoserver/ows","http://rechidr.neuquen.gov.ar:8080/geoserver/wfs","",""
"Provincial","Neuquén","Neuquén","Salud","","http://geosalud.neuquen.gov.ar:8080/geoserver/ows","","",""
"Provincial","Neuquén","Neuquén","SIG raster","","","http://sigraster.neuquen.gov.ar:8080/geoserver/wfs","",""
"Provincial","Neuquén","Neuquén","Vialidad","","http://redvial.neuquen.gov.ar:8080/geoserver/ows","http://redvial.neuquen.gov.ar:8080/geoserver/wfs","",""
"Provincial","Río Negro","Río Negro","Infraestructura de Datos Espaciales de Río Negro (IDERN)","","https://idern.rionegro.gov.ar/geoserver/wms","https://idern.rionegro.gov.ar/geoserver/wfs","","https://idern.rionegro.gov.ar/catalogue/csw?service=CSW&version=2.0.2&request=GetCapabilities"
"Provincial","Salta","Salta","Infraestructura de Datos Espaciales de Salta (IDESA)","","https://geoportal.salta.gob.ar/geoserver/wfs","https://geoportal.salta.gob.ar/geoserver/wfs","","https://geoportal.salta.gob.ar/catalogue/csw?service=CSW&version=2.0.2&request=GetCapabilities"
"Provincial","San Juan","San Juan","Infraestructura de Datos Espaciales de San Juan","","https://unide.sanjuan.gob.ar/geoserver/wms","","","https://unide.sanjuan.gob.ar/geonetwork/srv/spa/csw?SERVICE=CSW&VERSION=2.0.2&REQUEST=GetCapabilities"
"Provincial","Santa Cruz","Santa Cruz","Infraestructura de Datos Espaciales de Santa Cruz (SITU)","","https://situ.santacruz.gob.ar/geoserver/ows?service=wms&request=GetCapabilities","https://situ.santacruz.gob.ar/geoserver/ows?service=wfs&request=GetCapabilities","","https://situ.santacruz.gob.ar:8443/geonetwork/srv/spa/csw?SERVICE=CSW&VERSION=2.0.2&REQUEST=GetCapabilities"
"Provincial","Santa Fe","Santa Fe","Infraestructura de Datos Espaciales de Santa Fe (IDESF)","","https://aswe.santafe.gov.ar/idesf/wms","","","https://www.santafe.gov.ar/idesf/catalogo/srv/spa/csw"
"Provincial","Tierra del Fuego A.e.I.A.S","Tierra del Fuego A.e.I.A.S","Dirección de Catastro / Agencia de Recaudación Fueguina","","http://catastro.aref.gob.ar/arcgis/services/publica/TDF_DGC_wms/MapServer/WMSServer/","http://catastro.aref.gob.ar/arcgis/services/publica/TDF_DGC_wfs/MapServer/WFSServer/","",""
"Provincial","Tierra del Fuego A.e.I.A.S","Tierra del Fuego A.e.I.A.S","Infraestructura de Datos Espaciales de Tierra del Fuego, Antártida e Islas del Atlántico Sur","","https://tiles.tierradelfuego.gob.ar/geoserver/ows?service=wms&version=1.3.0&request=GetCapabilities","https://tiles.tierradelfuego.gob.ar/geoserver/ows?service=wfs&version=2.0.0&request=GetCapabilities","https://tiles.tierradelfuego.gob.ar/geoserver/ows?service=WCS&version=1.1.1&request=GetCapabilities","https://tiles.tierradelfuego.gob.ar/catalogue/csw?service=CSW&version=2.0.2&request=GetCapabilities"
"Provincial","Tucumán","Tucumán","Centro de Estudios del Territorio y Hábitat Popular - FAU - UNT","","http://sigcap.no-ip.org:8082/geoserver/wms","http://g.geosplan.tucuman.gov.ar/geoserver/cetyhap/wfs","",""
"Provincial","Tucumán","Tucumán","Dirección de Estadística de la Provincia","","http://estadistica.tucuman.gob.ar:8080/geoserver/servidor/wms","http://estadistica.tucuman.gob.ar:8080/geoserver/servidor/wfs","",""
"Provincial","Tucumán","Tucumán","Dirección General de Catastro","","http://190.221.181.227/geoserver/dgct/wms","http://190.221.181.227/geoserver/dgct/wfs","",""
"Provincial","Tucumán","Tucumán","Instituto de Estudios Geográficos","","http://vport.herrera.unt.edu.ar:8900/geoserver/wms","","http://vport.herrera.unt.edu.ar:8894/geoserver/wcs",""
"Provincial","Tucumán","Tucumán","Observatorio de Fenómenos Urbanos y Territoriales","","http://vport.herrera.unt.edu.ar:8900/geoserver/wms","","",""
